,id,created_time,text
25,1233026971128520705,2020-02-27 13:51:53+00:00,@dannycantalk @DecepticonMemes I’m wondering what the difference is in actual numbers between the jobless rate and actual unemployment recipients
26,1232990763975397383,2020-02-27 11:28:00+00:00,@FBINewark. You ALLOWED. TO STEAL Unemployment BENEFIT. TOO! TO https://t.co/dsiURk73Tm!! https://t.co/O15h0BzYw4
27,1232968736564445186,2020-02-27 10:00:28+00:00,@AmandaS37918504 @JohnCaseIII @sambalatteman @washingtonpost That would make unemployment a debacle. Thousands of insurance companies gone just like that. Sounds logical.
28,1232944423169855488,2020-02-27 08:23:52+00:00,"Not sure why Biden says he’s living in 1920?                         2020 = great economy, lowest unemployment in history, strongest military, best trade deals ever; he must be sleeping in the room he grew up in.    Unfit for POTUS."
29,1232903224509599744,2020-02-27 05:40:09+00:00,BuT tHe UnEmPloYmEnT nuMbeRs https://t.co/yA47fT17Bk
30,1232889280768294912,2020-02-27 04:44:45+00:00,"@SEEngle7 @OliverMcGee @realDonaldTrump @JoeBiden @POTUS @WhiteHouse Obama, a black President, was In office for 8 years. How come he didn’t resolve the unemployment high rate among blacks in South?  It has been much better since Trump’s presidanvy."
31,1232881540356624389,2020-02-27 04:13:59+00:00,@DrSwizter Unemployment
32,1232877743114682370,2020-02-27 03:58:54+00:00,"@tesullivan1 @kimKBaltimore @cinrui @BernieSanders White unemployment rate is 3.3%. Black is 6.1%.
17.7% of blacks live below the poverty line. 9% of whites are below.
Better than it was, but not good. Not good at all."
33,1232876040101384193,2020-02-27 03:52:08+00:00,"@SenorBlazer @Warhogs56 @mikehuntley63 I’m partial to Helton staying. Aaron Ausmus, the Strength Coach. Is a friend of mine. Don’t want him in the unemployment line."
34,1232870281166888962,2020-02-27 03:29:15+00:00,"@lauraapollo @madgib1987 @quibbler @realAvmus @Acosta If you were a Republican, what “Republican” or “Conservative” actions has @POTUS not performed to your liking?
He’s appointed Constitutional originalist judges, lowered taxes, &amp; lowered unemployment, (which lowered gov’t assistance.)
These are ALL solid Republican ideals."
35,1232860479858470917,2020-02-27 02:50:18+00:00,I’m trying to budget my work schedule so I’m free during the AC release but homeboy might just have to go on unemployment for a while
36,1232859536735772672,2020-02-27 02:46:33+00:00,"@rjw41x @SpeakerPelosi Especially the part with the lowest unemployment for blacks, Latinos, and women, right?"
37,1232846539011379201,2020-02-27 01:54:54+00:00,Michael probably wore this suit down to the unemployment office and now he’s having dinner with Meka #MarriedAtFirstSight https://t.co/mmYAnqXDsx
38,1232844948883542016,2020-02-27 01:48:35+00:00,I’m glad Donna didnt think Alex was gonna follow her dumbass ass to the curb and unemployment line  #BlackInkCrew
39,1232840103434838016,2020-02-27 01:29:20+00:00,"@chichenpizza I’m trying, but every day is harder. I’ve been unemployed since mid July. Unemployment is about to end. I live alone in a rental I can’t afford. Parents will help out, but I’m sure I deeply disappoint them. I feel like I do everything wrong and I’m losing hope."
40,1232837318626697216,2020-02-27 01:18:16+00:00,"I feel like I was invited to the front of the bus by the Repubican party, I don't know how tong the ride will last though!! 3 yr, unemployment checks, Transgenders parties every night, $6,000 tax refunds taxbrefunds $12,000 incomes, free insurance to pay for sex repairs....."
41,1232831743532716034,2020-02-27 00:56:07+00:00,@onecoreymiller @AngelaBelcamino @realDonaldTrump Yes.  Thank you for setting the record straight to those uninformed know nothings. Maybe they need to go the labor website and look up the current labor statistics and see how unemployment is at an all time low.
42,1232830892298711041,2020-02-27 00:52:44+00:00,@AngelaBelcamino @realDonaldTrump Are you kidding me? Evidently you’ve not looked at any labor statistics lately to see how far unemployment has gone down.  It’s at a historic low.  That’s only one small item of the improvement that is occurring in this country now.
43,1232824598527389696,2020-02-27 00:27:43+00:00,"@ahneg @FlemingSkip @MatthewJshow @realDonaldTrump Just as corporations will leave when he raises the Corp tax, causing unemployment to skyrocket. Of course his “Climate Crisis hoax” &amp; green new deal which attacks the fossil fuel industry will also cost millions of jobs, not to mention the increase in fuel costs"
